spot	Activated neural stem cell	Astrocyte	Basket cell	Bergmann glial cell	CCK basket cell	Cajal-Retzius cell	Chandelier cell	Dorsal otocyst	Early intermediate precursor cell	Early neuroblast	Endothelial cell	Ependymal cell	Immature olfactory sensory neuron	Interneuron-selective cell	Late activated neural stem cell	Late neuroblast	Long-projecting GABAergic cell	Macrophage	Martinotti cell	Mature olfactory sensory neuron	Microglial cell	Mural cell	Neural stem cell	Neuroblast	Neuron	O cell	Olfactory ensheathing glia	Olfactory sensory neuron	Oligodendrocyte	Oligodendrocyte precursor cell	Precursor cell	Progenitor cell	Quiescent neural stem cell	Smooth muscle cell	Type I spiral ganglion neuron	Type IA spiral ganglion neuron	Type IB spiral ganglion neuron	Type IC spiral ganglion neuron	Type II spiral ganglion neuron	Ventral otocyst
50x102	0.0050353673	0.010929469	0.008067886	0.0067315726	0.0043621007	0.04542955	0.032914706	0.009009953	0.0059116473	0.027378842	0.005310081	0.013251657	0.015324805	0.01885422	0.004163036	0.0046131155	0.0063167443	0.005639441	0.026083509	0.002581039	0.005986448	0.0032155586	0.029943723	0.017726604	0.1185833	0.004286277	0.0065371008	0.0031116784	0.005030836	0.05391473	0.006790839	0.40430537	0.010276161	0.0074223857	0.007051728	0.013303338	0.0030024168	0.017177386	0.016290631	0.00813465
3x43	0.008790656	0.028409598	0.008097652	0.008152479	0.011436548	0.016799137	0.015420495	0.0040598717	0.009097793	0.1820489	0.022152258	0.00949371	0.010193061	0.0077867378	0.0070682075	0.012223878	0.036363386	0.074184954	0.0112167075	0.012405315	0.024946265	0.00560388	0.10786668	0.1445373	0.02119936	0.006617416	0.00782949	0.01084484	0.008339387	0.009311087	0.0075688865	0.006901025	0.0693124	0.0071715345	0.0062253205	0.00830032	0.013803211	0.007151386	0.01595659	0.015112259
59x19	0.011268846	0.013872084	0.0006741042	0.009857667	0.004210043	0.0015936086	0.0011829972	0.002338558	0.006929232	0.0030579767	0.0023650955	0.02211301	0.0028106782	0.00082184083	0.0017789734	0.00090390816	0.0010110657	0.0024500177	0.0024460058	0.82449	0.0024544892	0.0017566077	0.0059757046	0.00065554184	0.0003857719	0.0058390875	0.0023265958	0.028448837	0.004200019	0.001820643	0.0017938847	0.0015845824	0.0086664865	0.00082427723	0.0010521754	0.0011020019	0.0013184174	0.0016634344	0.003966499	0.007989173
14x94	0.065431006	0.12453592	0.009478785	0.028432008	0.078608654	0.016231557	0.005595529	0.007746236	0.007645339	0.0057911673	0.036513522	0.01342434	0.0046768333	0.030133586	0.007839863	0.007899894	0.025316278	0.07174386	0.024853304	0.0058716787	0.03696128	0.0060703	0.008149967	0.009638583	0.046533678	0.005824372	0.005867734	0.06135667	0.0036881543	0.015692476	0.007568801	0.0064362157	0.08734457	0.05163313	0.007724161	0.0063682683	0.010648777	0.027954152	0.0075268503	0.009242501
42x28	0.0032601513	0.111909	0.0052953362	0.021558711	0.014329998	0.004741369	0.00718382	0.06653519	0.006999154	0.042378414	0.0077278595	0.0038222328	0.006828445	0.0053378143	0.052961607	0.012558069	0.025460355	0.0033278593	0.008774748	0.0055892398	0.0044429526	0.022274159	0.0046643172	0.0024619377	0.0041042482	0.024793498	0.06879694	0.112759106	0.017208984	0.0056908512	0.0075396094	0.004793331	0.089172386	0.028183294	0.03241365	0.020308033	0.10379545	0.012545429	0.010923556	0.006548902
52x42	0.013574995	0.01053125	0.19164763	0.004952417	0.01239378	0.0028921622	0.004293532	0.007132006	0.007930032	0.019506464	0.04949392	0.009602464	0.0048172073	0.0055511654	0.015239618	0.004878381	0.0025663206	0.0054323506	0.014724792	0.008223053	0.015355313	0.0095101325	0.0034979433	0.0067830416	0.0031814498	0.19012304	0.0049431827	0.008643215	0.1346371	0.090697184	0.0049667684	0.011071674	0.015844822	0.007274172	0.03512357	0.006045041	0.0076579074	0.004243168	0.0026745142	0.042343203
37x19	0.0076644896	0.005518242	0.010448314	0.0030837958	0.0023395398	0.015369742	0.0016362654	0.0917227	0.0028087103	0.004197115	0.15409073	0.0022351888	0.22712468	0.020042287	0.0045994897	0.13904762	0.023638196	0.0019364204	0.0024883368	0.0012494996	0.0024579226	0.013268155	0.0028163253	0.009734557	0.0033807894	0.0046893745	0.010123127	0.007616522	0.006159098	0.008349923	0.005041815	0.005368942	0.0029764427	0.0066140224	0.020567365	0.0050179344	0.08595554	0.030418374	0.039282728	0.008919743
6x64	0.0045308056	0.0030925637	0.0026461245	0.0025530872	0.018227968	0.002640701	0.029553046	0.12161904	0.1079459	0.027341746	0.0016137493	0.007271505	0.002741139	0.063761935	0.0045968285	0.0059430134	0.007032443	0.0029014016	0.25182033	0.0028169071	0.0030932259	0.0037348806	0.007594089	0.033308048	0.038455732	0.0034651721	0.0018618761	0.0042835753	0.002588421	0.0018900596	0.10104712	0.007239713	0.0070369495	0.0012522764	0.028014585	0.007780794	0.04692772	0.015431066	0.012129616	0.0022148576
35x79	0.1650054	0.018462932	0.0075129285	0.0042842366	0.009472088	0.0082050795	0.010066246	0.005393483	0.010028424	0.0065522366	0.010646124	0.017320508	0.014450761	0.013880967	0.065325364	0.0075556254	0.009775025	0.022983296	0.017442334	0.0033468665	0.073389165	0.0049499306	0.017261082	0.01087816	0.008475836	0.12915163	0.02024676	0.047084425	0.09354493	0.037800606	0.005820966	0.012795477	0.01951477	0.009996365	0.0058836658	0.011007784	0.031671617	0.0043683876	0.01976811	0.008680456
67x59	0.05096536	0.0654374	0.020328185	0.027391171	0.022722388	0.01384793	0.0060062106	0.03136293	0.056816548	0.015997287	0.08821753	0.011589915	0.0101831425	0.00737151	0.005406175	0.018930767	0.013747193	0.07956478	0.010468019	0.003913743	0.016955098	0.048575096	0.04607496	0.019572372	0.004465223	0.0039052996	0.03987612	0.0052727433	0.004180398	0.0033301648	0.0048914403	0.0052070045	0.103605606	0.08216899	0.005144785	0.0041886056	0.015903587	0.003233656	0.013179102	0.010001685
66x70	0.02013457	0.027030215	0.008021068	0.021623893	0.005196468	0.0037225503	0.003706918	0.020736458	0.008093308	0.07982102	0.009664135	0.035179716	0.028783545	0.0053440947	0.05916844	0.013818617	0.008321824	0.016933387	0.022432836	0.010530752	0.012743879	0.0068566636	0.11590342	0.05177907	0.038509436	0.008773175	0.03894871	0.041571666	0.0075710732	0.0060608094	0.00763526	0.0035974213	0.199958	0.005801959	0.002530441	0.009335363	0.0122074885	0.009646885	0.0071191257	0.005186377
45x67	0.085235834	0.016279511	0.005868293	0.02466393	0.010312456	0.0072781863	0.0058537577	0.022058265	0.011463727	0.016795242	0.04915632	0.02046327	0.012494811	0.0071066916	0.009907113	0.009051997	0.009630316	0.019320589	0.030450402	0.004340198	0.033142485	0.011107928	0.055194672	0.012914579	0.0028037727	0.07979187	0.05788731	0.02517089	0.09363245	0.03837582	0.011769841	0.096958145	0.026007155	0.016117638	0.005389851	0.008144258	0.015596044	0.0028279074	0.01582495	0.013611458
45x19	0.0062805773	0.046015445	0.005483568	0.009042576	0.005701299	0.014039372	0.009170265	0.11300774	0.0069007776	0.01311683	0.0040799524	0.0031225884	0.17385451	0.00774511	0.035117615	0.02579107	0.008401049	0.0037602044	0.07738491	0.0065563153	0.004754194	0.0076023443	0.03739371	0.00560241	0.007866123	0.059851296	0.01965607	0.029289935	0.029452318	0.061429676	0.004685223	0.00969194	0.0108651975	0.0044809515	0.015442221	0.011699932	0.025890596	0.03907178	0.022196159	0.01850623
10x48	0.048527006	0.004253039	0.1009915	0.007588432	0.07913195	0.072987415	0.010440188	0.0046723117	0.005150664	0.0054321536	0.028007356	0.009958633	0.15364452	0.007083942	0.0046006762	0.014165584	0.08461357	0.0031985978	0.006727327	0.022044469	0.009303107	0.014372538	0.0024207074	0.010739596	0.11389177	0.009396269	0.002199231	0.010682052	0.007573508	0.0020899537	0.009036592	0.006494541	0.0040687583	0.004761432	0.07884411	0.013229742	0.005198361	0.016192144	0.0025826504	0.0037036494
66x22	0.004032527	0.003816529	0.010948778	0.0025842022	0.005232359	0.010169121	0.011577944	0.0063701337	0.26813	0.01985284	0.0033659784	0.012005607	0.14400406	0.0065485216	0.07903536	0.13906048	0.044252653	0.0021207086	0.0072281356	0.020575672	0.002136228	0.010275155	0.011661813	0.009338888	0.022392526	0.0049546883	0.007558472	0.006116798	0.0027235735	0.003307323	0.005220522	0.015784515	0.0026579774	0.0016433788	0.0072078574	0.003929276	0.0043109595	0.021108076	0.04910404	0.007656377
62x54	0.0037769284	0.0030445834	0.0050388905	0.0012475561	0.005845572	0.0018618461	0.0016019135	0.0082483245	0.007968401	0.0024338893	0.008774193	0.0020574764	0.008737636	0.0010268093	0.019356066	0.0015098092	0.0050665857	0.0026235776	0.003911751	0.80889297	0.001961841	0.0061343145	0.0020514615	0.0015635566	0.007771373	0.001272131	0.0010614354	0.017918438	0.0012793578	0.0015129131	0.001332132	0.0024205262	0.0050685164	0.0034509883	0.0022441794	0.0017547666	0.0038866277	0.006557087	0.019072605	0.008661053
55x55	0.029441157	0.012025639	0.0027469387	0.013820305	0.0038337682	0.0047651343	0.005842638	0.006363051	0.009619995	0.006509604	0.00753941	0.014987167	0.065418184	0.0043933103	0.003199356	0.008625682	0.0017047958	0.03296385	0.0042517087	0.0030576573	0.07133471	0.0055836723	0.049455293	0.0050093834	0.0031630776	0.21712202	0.041066527	0.0041649765	0.24997868	0.027084094	0.0063824654	0.011804779	0.012924915	0.01338856	0.0040464983	0.0037552752	0.0052110837	0.0005756483	0.0065610376	0.020277927
24x62	0.050663147	0.0050065964	0.009752781	0.022932973	0.008437233	0.0065961415	0.021972647	0.005503313	0.013142771	0.005804615	0.007961412	0.019222056	0.0071220133	0.012860162	0.013067931	0.01440331	0.008575723	0.01814173	0.013912294	0.03137076	0.05695641	0.026874267	0.016395843	0.015035813	0.08059038	0.18723796	0.017743407	0.011382112	0.0635698	0.017167969	0.009968188	0.009513417	0.03724903	0.005533767	0.010605962	0.064417504	0.047881186	0.0111545315	0.006233951	0.008038959
24x26	0.0024238494	0.0010928189	0.059729435	0.00080190005	0.0017326047	0.14736803	0.0013487223	0.0034209753	0.0056950636	0.002892211	0.0025484709	0.0013832882	0.0042243195	0.18589099	0.003647991	0.014510928	0.0019769673	0.0018234442	0.0014241475	0.022890056	0.0036956645	0.0020181725	0.0034084376	0.049568255	0.09521065	0.004426462	0.0014360559	0.0020297952	0.0035395008	0.0020090807	0.18930466	0.00478336	0.002948653	0.002768585	0.05047283	0.09711486	0.0021011208	0.008708959	0.0008486105	0.0067800735
51x27	0.0049386173	0.05855516	0.0055679646	0.008274498	0.0038502796	0.0065007065	0.0048451405	0.07054356	0.010904983	0.010176107	0.09475315	0.0160908	0.06478385	0.0055447933	0.07020152	0.035431746	0.0044333534	0.015253388	0.0070496122	0.013535738	0.0060438435	0.035197165	0.008232496	0.0034056788	0.006356805	0.05632924	0.09652024	0.06101445	0.044189382	0.03216743	0.0073934267	0.0064288443	0.028272865	0.011725514	0.008480162	0.019219138	0.028734628	0.007307235	0.013352274	0.008394265
10x52	0.0074171894	0.0046269023	0.13103572	0.0016374973	0.07606969	0.016519492	0.0033224265	0.01957186	0.006195781	0.018015476	0.005496937	0.0022722024	0.004116509	0.042006746	0.004232417	0.015455331	0.06132748	0.010284175	0.005717618	0.001803203	0.0067933416	0.005612676	0.0037123899	0.012928664	0.054642837	0.0041476996	0.00045933927	0.008060046	0.00551757	0.001856388	0.1398139	0.008672973	0.0016494374	0.0080319615	0.19454724	0.0083646225	0.00880562	0.07615982	0.006545483	0.006553371
37x15	0.004397539	0.14023112	0.00875114	0.03614555	0.006158987	0.0048078136	0.00755842	0.059516657	0.0047844555	0.013488019	0.007993398	0.03796633	0.20924416	0.007823747	0.004623463	0.051646683	0.005987438	0.005243106	0.005480171	0.014265307	0.011033919	0.0153737925	0.033106398	0.002739686	0.006321848	0.0072866012	0.009303979	0.011986284	0.008657656	0.00649551	0.08855436	0.0054427283	0.068709075	0.023081914	0.0031695692	0.004815818	0.019601591	0.0077909	0.018534964	0.011879933
44x94	0.0026542633	0.0036093935	0.014151252	0.0018798906	0.04284342	0.008924893	0.002539115	0.009989939	0.02744237	0.0054060095	0.007653904	0.0046585416	0.061342206	0.036367863	0.01442713	0.009277807	0.091547	0.00918811	0.008443083	0.0022721484	0.012243101	0.014379589	0.0043216296	0.065054744	0.08146242	0.0038680194	0.0018673223	0.010367248	0.0020487313	0.0037131002	0.0055442024	0.29121983	0.005723388	0.0040337737	0.036715943	0.012194333	0.005130753	0.036754176	0.033930063	0.004809327
42x96	0.0049016853	0.0065192976	0.008911295	0.0031369973	0.04395071	0.024530914	0.016681332	0.018185938	0.14552546	0.0063919537	0.0044302293	0.0043918346	0.081238315	0.023496235	0.011242176	0.011643857	0.02295491	0.020033957	0.0042617815	0.053138614	0.019254694	0.004665368	0.0075788996	0.019526578	0.11957037	0.0074281455	0.0022570014	0.19813392	0.0037452283	0.01283416	0.007746961	0.014824932	0.0063652033	0.0055806865	0.013507153	0.010739382	0.0055805463	0.0071777743	0.014265915	0.003649664
14x88	0.0057114135	0.004926761	0.041636795	0.0023082711	0.007997827	0.008510448	0.016355494	0.053177193	0.062086448	0.0029050861	0.011845118	0.0029247191	0.0041622254	0.015522004	0.04454938	0.006254112	0.007803078	0.022667814	0.03935496	0.0054132314	0.008450211	0.011474812	0.0037261017	0.019040728	0.030434389	0.004142368	0.006917939	0.016055154	0.005604346	0.008466233	0.013849717	0.3951897	0.0055367053	0.018012272	0.03450566	0.007555462	0.01485139	0.015408219	0.010816978	0.0038492472
47x69	0.20736153	0.025824962	0.011750424	0.0037397654	0.010666715	0.00089720305	0.0028052453	0.009625687	0.007598686	0.0124375755	0.0068891314	0.18865184	0.020830529	0.004955267	0.10261482	0.008842803	0.042212754	0.017403292	0.0030295495	0.003258424	0.015216844	0.016628869	0.06596876	0.007530196	0.0045930375	0.014038975	0.022842564	0.0054472275	0.011602435	0.005000598	0.004724789	0.01884486	0.014224134	0.008319408	0.0050980607	0.007470771	0.017524142	0.004546629	0.018562218	0.04041935
36x106	0.018513558	0.06921768	0.0027718127	0.08730408	0.008132142	0.01254347	0.013014189	0.051152498	0.007704571	0.04120777	0.0367825	0.019785158	0.054872062	0.0063852076	0.0074455454	0.028109139	0.006233507	0.04970484	0.008829333	0.011278117	0.059211552	0.060773317	0.03605904	0.025468823	0.0054727867	0.0034911716	0.023341293	0.0052417046	0.005051429	0.004113248	0.008020882	0.0039024258	0.09894644	0.07108306	0.0026401237	0.009742072	0.018286662	0.0032325247	0.007399127	0.007535167
53x79	0.0074618524	0.0064820023	0.05211035	0.008147974	0.012109225	0.005665286	0.007634505	0.074167356	0.17453805	0.0061609903	0.011055214	0.022992993	0.032438625	0.07477781	0.011607579	0.0076031857	0.0823986	0.0076641827	0.023321943	0.0032157826	0.0051428117	0.012860922	0.0043791393	0.019307775	0.09210538	0.005902274	0.00219025	0.009148809	0.0066973097	0.03392149	0.015731223	0.007526002	0.006954081	0.004293054	0.015684174	0.013656076	0.00342347	0.038313128	0.018636674	0.05257253
44x56	0.014708731	0.12325252	0.011718273	0.1002826	0.024313517	0.006366458	0.005900331	0.006086378	0.007785565	0.007089294	0.009350818	0.017804239	0.011842322	0.0049599013	0.013150697	0.0075048553	0.002657512	0.008273023	0.0050791916	0.009487379	0.0075423555	0.007238759	0.08223473	0.005495911	0.0045368876	0.06106552	0.018112352	0.013633818	0.07950581	0.031498514	0.0065546744	0.007536562	0.21554947	0.004794643	0.0062247617	0.004327986	0.009120698	0.001798172	0.00610159	0.029513266
53x101	0.027599016	0.010870843	0.0062297005	0.009862645	0.043809686	0.020077985	0.060534395	0.009375242	0.011048391	0.0348481	0.0602433	0.020774182	0.013244111	0.016065586	0.010210091	0.005398248	0.052917052	0.018560745	0.02541643	0.026773226	0.0065807113	0.14378726	0.0115624275	0.038026538	0.038251873	0.009510865	0.008082863	0.10857737	0.0068814335	0.0057278955	0.011598782	0.0055798916	0.048666492	0.01899808	0.005662738	0.009135259	0.0056233793	0.0060621724	0.007006512	0.020818448
16x24	0.13913885	0.01618419	0.003066781	0.012327798	0.007276789	0.0069845375	0.0051770103	0.005978388	0.015613587	0.03515154	0.005749181	0.016282504	0.014630753	0.0067812297	0.0049392143	0.0065852343	0.004316095	0.0063521643	0.008670892	0.014918304	0.009849457	0.0035850268	0.018967997	0.009015032	0.006778941	0.23599443	0.01277382	0.0056443987	0.18837033	0.029581536	0.005613425	0.0070291213	0.03798472	0.0022031225	0.005896142	0.018260883	0.012010868	0.0026906326	0.0032067979	0.04841826
13x69	0.007317956	0.0043187877	0.084634505	0.00607517	0.060698017	0.062077865	0.01047133	0.033008065	0.006707185	0.0094867395	0.126982	0.007903789	0.008271875	0.057577692	0.003594917	0.0049188747	0.042125233	0.009135369	0.05604659	0.006183797	0.0041091223	0.018549157	0.005427728	0.06545442	0.09799484	0.0063682743	0.0032861298	0.0087724365	0.0052283905	0.0037297967	0.0044535077	0.009427784	0.006088414	0.0109177055	0.08275821	0.0030837194	0.005407082	0.040384725	0.0025066051	0.008516258
49x17	0.0074174856	0.10129199	0.0057423343	0.014214855	0.0044456883	0.065749325	0.004205624	0.13131787	0.0071013332	0.004747833	0.011940748	0.0045532235	0.046734765	0.0051757684	0.009880085	0.06366983	0.023169002	0.0075070234	0.02035635	0.0035722782	0.011811368	0.032593545	0.027193695	0.0062772403	0.009217566	0.0066649946	0.034048375	0.056995917	0.0060895365	0.012807848	0.01405142	0.012032212	0.00243176	0.06451257	0.006735287	0.0064242333	0.07099584	0.029386602	0.042828355	0.0041082297
33x51	0.009789484	0.121110916	0.021484645	0.116126075	0.0092760315	0.0045281495	0.009548993	0.0057254382	0.00674453	0.007234001	0.1556954	0.008802486	0.0033015287	0.032975484	0.003486721	0.0033618915	0.0010534796	0.003647887	0.0022298677	0.00601187	0.0041394685	0.024074031	0.0042252406	0.0021978042	0.003871287	0.006424495	0.019012902	0.0434659	0.008303413	0.023503821	0.0049317717	0.005404698	0.1260249	0.107342646	0.016080473	0.0138451075	0.041909616	0.0031216296	0.0017723866	0.00821355
34x58	0.0028983497	0.11905262	0.023855302	0.033979367	0.004159365	0.010992796	0.074489504	0.2640221	0.008519622	0.0032722363	0.0027931991	0.009461273	0.009044479	0.011683413	0.009677367	0.0021389308	0.0018055639	0.0035516014	0.0033585776	0.005370033	0.0041396315	0.01703281	0.0075699924	0.0033110862	0.004842732	0.017369969	0.010272341	0.0066578207	0.018250454	0.023253497	0.004251284	0.007564225	0.13886638	0.019779928	0.017743424	0.027040774	0.008200778	0.0052437894	0.0017034098	0.05277993
14x86	0.0038136279	0.0031920716	0.1028555	0.0072741113	0.058082707	0.072329536	0.004717531	0.0034339447	0.008784865	0.0062679346	0.08648428	0.0031261756	0.0035846154	0.011534696	0.0068852007	0.009399777	0.005178118	0.0033913301	0.02052948	0.0029676652	0.0038245104	0.11823559	0.0039017801	0.02162026	0.069289766	0.003354431	0.0046756333	0.012540427	0.004506176	0.0015446864	0.08402605	0.013339359	0.005938771	0.08836992	0.08443017	0.007973568	0.008141188	0.029120242	0.006966951	0.0043673157
26x94	0.0028310604	0.018706758	0.16375956	0.0063328925	0.0050862315	0.0892704	0.11175422	0.00958527	0.008361154	0.040916197	0.003737367	0.001869073	0.005930486	0.005158163	0.008130376	0.0038453122	0.0036735826	0.0032168573	0.03243842	0.007626825	0.0013644097	0.0045394055	0.00782106	0.021729797	0.055825785	0.004173196	0.004628894	0.0054189493	0.005371792	0.009107041	0.014695519	0.01110756	0.09593508	0.003919809	0.14048934	0.03193848	0.014565882	0.027355805	0.0013439851	0.0064379587
55x31	0.08106615	0.13896473	0.013713913	0.0850487	0.006760735	0.010562821	0.023464413	0.0047537456	0.006490974	0.011332888	0.01403691	0.020059235	0.020915423	0.0064619016	0.00608639	0.004704408	0.0030195494	0.042467568	0.0122172935	0.004630672	0.024915146	0.017622929	0.028787898	0.0034123152	0.00425691	0.070113786	0.021662762	0.0029148096	0.05043227	0.009371558	0.003924564	0.0057164347	0.1226397	0.014341466	0.0049424376	0.004063053	0.006167707	0.0018467932	0.0022855597	0.08382348
5x19	0.004691107	0.026425702	0.17303485	0.100920826	0.027148357	0.078101106	0.0052165473	0.01663633	0.0069504385	0.009066217	0.0010527492	0.021329002	0.0018115841	0.016504107	0.10294354	0.0026281434	0.003360348	0.0238731	0.004486318	0.008822314	0.005288081	0.010778455	0.01819501	0.02268162	0.07047082	0.005706229	0.0052707912	0.006822667	0.005542038	0.019182399	0.0124337515	0.0033000114	0.010266216	0.019719763	0.10327142	0.011958522	0.00806868	0.016568318	0.0021272933	0.0073452364
47x33	0.0019785846	0.010520936	0.12327213	0.0038481683	0.039418377	0.007477943	0.17291604	0.20079403	0.0062012468	0.0029909147	0.02237408	0.0023669628	0.003730749	0.03180063	0.00703072	0.0041459575	0.002055604	0.028772406	0.003233202	0.0036570637	0.007283021	0.0133975	0.0030764993	0.0029161267	0.0026969006	0.006266562	0.0016744655	0.0065255025	0.0115061635	0.023997253	0.0052331006	0.0063147373	0.0044040456	0.0076538576	0.10682175	0.029083833	0.06932479	0.004375219	0.0013101214	0.007552846
28x42	0.097470716	0.049930353	0.004824576	0.10948081	0.006605293	0.004528528	0.018911064	0.018891335	0.0076609626	0.005013207	0.027779715	0.01318017	0.007687436	0.0056846607	0.0049011186	0.007990732	0.006275477	0.036056116	0.015477164	0.004192345	0.04458785	0.019318324	0.10108819	0.0038303505	0.0029634095	0.05393945	0.0677242	0.0056219753	0.04629157	0.022595823	0.008922698	0.009714855	0.037727613	0.010587327	0.0066066366	0.015010287	0.0039765816	0.0035309987	0.009354618	0.07406553
61x37	0.013414766	0.009073491	0.0058845365	0.0034795702	0.013116406	0.0033478532	0.0053221784	0.0022369553	0.004888964	0.0039966083	0.10016423	0.015401328	0.019536942	0.0023574831	0.007897317	0.0104838265	0.014735981	0.0025162976	0.0031631547	0.56189585	0.0064090122	0.009352591	0.0038860966	0.0051129176	0.0018360246	0.031054793	0.010136677	0.03164846	0.014925122	0.0028987057	0.003198522	0.0042023114	0.002901398	0.004442453	0.0026710255	0.0014932441	0.00096078217	0.0020041987	0.0059779542	0.051973984
29x25	0.04515796	0.05086598	0.0038333137	0.036612913	0.018690255	0.0126873255	0.003020902	0.015996648	0.025804373	0.0069192927	0.07268063	0.012679427	0.08662519	0.0028657895	0.0070013334	0.008562354	0.012374249	0.056988098	0.009353037	0.009544114	0.023041122	0.19084969	0.034953516	0.0034805718	0.0024572748	0.0057396484	0.041181523	0.0023987868	0.009962067	0.0045745927	0.017708085	0.009940467	0.03184216	0.06736074	0.002556568	0.002238737	0.0028194042	0.00395973	0.016584028	0.02808815
51x93	0.029900836	0.009456505	0.0047856006	0.0154377315	0.0135653475	0.030254979	0.012779339	0.030876642	0.30818012	0.014160857	0.028401788	0.04000282	0.019103015	0.023717567	0.0075865	0.011810804	0.03335497	0.01829165	0.027311714	0.0048648515	0.021859672	0.007382906	0.019341491	0.040923495	0.032027178	0.005730911	0.01824525	0.018196717	0.006663432	0.008550115	0.007186029	0.00596058	0.030616928	0.007492899	0.0038630047	0.0062995655	0.013550566	0.03467653	0.02184286	0.005746183
9x65	0.0035317873	0.0042994693	0.10534603	0.007555087	0.13555078	0.004955239	0.1482964	0.009019834	0.0071661305	0.006794703	0.10039058	0.01017447	0.0027634706	0.022397364	0.0070759435	0.01101492	0.01977862	0.008570305	0.020366367	0.01739673	0.0039063315	0.0048704133	0.009738249	0.006964028	0.056143038	0.0030793725	0.0038012092	0.0068688337	0.0053424877	0.0036159528	0.016160222	0.0065951757	0.0035391168	0.007681873	0.10131372	0.020383421	0.03601661	0.034681223	0.0042999345	0.012554541
45x21	0.00342492	0.12351968	0.004739182	0.022708418	0.024046944	0.05825508	0.009214013	0.08045274	0.005611238	0.034535725	0.0031444782	0.0027736973	0.018551387	0.005794926	0.0062099695	0.12649325	0.01639139	0.0027812407	0.012417815	0.012748221	0.0037559539	0.004990596	0.008874736	0.008381409	0.017949222	0.01355277	0.024084834	0.087934315	0.01847951	0.023277873	0.0063740816	0.014074596	0.004272605	0.0027450307	0.021541294	0.0068145054	0.09482385	0.02087495	0.041591067	0.0017925489
6x34	0.03796497	0.08442641	0.009881219	0.013751392	0.039849196	0.015126724	0.10107669	0.013352205	0.0074188625	0.00537794	0.010578958	0.010832383	0.014415685	0.014771547	0.052547935	0.009899291	0.011835401	0.014872201	0.014786123	0.01054147	0.009746997	0.00957149	0.009966845	0.036160417	0.06275273	0.005613229	0.005858137	0.004173601	0.005710057	0.0010121702	0.008543492	0.011368918	0.14325505	0.012222272	0.03026903	0.03598273	0.010733708	0.018721072	0.0018090482	0.08322243
59x31	0.007977235	0.033738688	0.035917573	0.028710993	0.018492961	0.01122025	0.004014116	0.0025967353	0.00730776	0.010632997	0.01732759	0.02135253	0.033054207	0.007913707	0.007542311	0.03852741	0.003065805	0.021698652	0.006948197	0.008958164	0.010604651	0.096419334	0.007200092	0.03150451	0.00739431	0.011732449	0.0035656758	0.02189289	0.017335864	0.0155458255	0.05316846	0.25626817	0.05867024	0.03189108	0.009638249	0.0016389325	0.006814157	0.0054760654	0.009490483	0.016750656
15x67	0.0049023945	0.012865015	0.08200791	0.0069735753	0.007896311	0.013504068	0.035596993	0.016462732	0.10487845	0.006839997	0.006050532	0.020894771	0.0070128227	0.023677956	0.0048662573	0.0056485585	0.0026201878	0.008666657	0.008930538	0.008828226	0.033858523	0.012232446	0.008710839	0.053930815	0.11515029	0.0129622	0.0074152364	0.0018952579	0.010073814	0.008450369	0.017519776	0.01604072	0.03695193	0.0058296574	0.11794597	0.012881787	0.0062284674	0.03937593	0.006372961	0.08704905
29x31	0.011917536	0.06791543	0.024118464	0.021185897	0.021462642	0.040094193	0.022529323	0.008023346	0.009381725	0.052873332	0.01248099	0.02253589	0.043692727	0.027044665	0.03217435	0.008078127	0.05254016	0.034312293	0.019205028	0.0034390267	0.0055922763	0.016139839	0.015350138	0.01540865	0.008803199	0.039976493	0.10239639	0.016600978	0.064567894	0.025717853	0.012877872	0.016856257	0.022212535	0.022195887	0.0030990245	0.004882035	0.019393278	0.014802156	0.029727599	0.00839455
27x99	0.0028127793	0.00085931894	0.021549722	0.0013855643	0.0022473817	0.0118680885	0.0023243537	0.0033224127	0.0048620957	0.0043333713	0.001876714	0.012307911	0.0034994022	0.00346514	0.001308976	0.3251561	0.02727544	0.0013738984	0.06292791	0.0063602407	0.0033113495	0.005392199	0.0028714612	0.011787145	0.044953488	0.008032776	0.0025345038	0.0021683516	0.0043881894	0.0020366972	0.33427343	0.0054737534	0.0015627355	0.0020317077	0.024860205	0.0029095751	0.016348932	0.015672714	0.005690381	0.002583528
67x23	0.0039999885	0.0049550775	0.0067168465	0.002941564	0.0107409395	0.0054707834	0.0069819707	0.002687296	0.4464366	0.009686871	0.0027949384	0.002579836	0.19006734	0.003033329	0.010439382	0.029669119	0.025159823	0.0043045515	0.0054557156	0.0074062776	0.0020427215	0.0051531806	0.003977244	0.003877421	0.0073646023	0.0034182277	0.0038023342	0.010087337	0.002134638	0.004255323	0.0065886183	0.003959906	0.0017736348	0.006001217	0.006304994	0.009487427	0.0023025689	0.01678845	0.067011066	0.052140903
64x52	0.010771114	0.0075004185	0.06625799	0.003432696	0.009577516	0.006419541	0.015275986	0.00399122	0.07045703	0.004478179	0.028482405	0.019193651	0.047262304	0.02540976	0.006008187	0.0053888517	0.014152909	0.028134894	0.02318776	0.0014734766	0.033784807	0.2808994	0.004548431	0.010828658	0.025067288	0.008173036	0.025939818	0.048707634	0.006203839	0.005399351	0.009887148	0.002288348	0.013421396	0.055099428	0.007822507	0.001990464	0.022886595	0.004854212	0.030484393	0.004857331
