spot	Activated neural stem cell	Astrocyte	Basket cell	Bergmann glial cell	CCK basket cell	Cajal-Retzius cell	Chandelier cell	Dorsal otocyst	Early intermediate precursor cell	Early neuroblast	Endothelial cell	Ependymal cell	Immature olfactory sensory neuron	Interneuron-selective cell	Late activated neural stem cell	Late neuroblast	Long-projecting GABAergic cell	Macrophage	Martinotti cell	Mature olfactory sensory neuron	Microglial cell	Mural cell	Neural stem cell	Neuroblast	Neuron	O cell	Olfactory ensheathing glia	Olfactory sensory neuron	Oligodendrocyte	Oligodendrocyte precursor cell	Precursor cell	Progenitor cell	Quiescent neural stem cell	Smooth muscle cell	Type I spiral ganglion neuron	Type IA spiral ganglion neuron	Type IB spiral ganglion neuron	Type IC spiral ganglion neuron	Type II spiral ganglion neuron	Ventral otocyst
10x66	0.0044833743	0.0024968947	0.008670807	0.0021219505	0.009567784	0.02348922	0.045930773	0.06399448	0.0065946477	0.004047393	0.006780828	0.0038072756	0.0022765966	0.005308503	0.0053902282	0.03726598	0.0067619523	0.006171993	0.12084053	0.019564593	0.006592547	0.008844313	0.0053791846	0.01196932	0.04667833	0.005131422	0.0014911602	0.003185536	0.006256129	0.0023508728	0.3501673	0.00830443	0.0038639575	0.007044053	0.06600526	0.019029777	0.0013451315	0.051185	0.0036685949	0.0059418515
70x32	0.005807352	0.0021578195	0.020097112	0.0017105576	0.024424905	0.0027995624	0.0015863522	0.0019124852	0.0036169274	0.08162904	0.0022665549	0.0027623866	0.0374801	0.0008953714	0.0035850636	0.031163566	0.025614345	0.0021122466	0.0045490013	0.012327098	0.0020081636	0.0018509424	0.013194254	0.004059189	0.010697002	0.0024140563	0.0006307988	0.65871847	0.0022391398	0.0019588245	0.003498494	0.003307232	0.0012215679	0.000836269	0.0020634995	0.0019592317	0.0017482362	0.005543197	0.010539802	0.0030138188
33x67	0.0076721627	0.00972689	0.016692722	0.027792323	0.009542374	0.09341691	0.0054115783	0.016045514	0.013372617	0.106292255	0.014204375	0.019782454	0.0042642253	0.008361155	0.00494996	0.006644248	0.036653474	0.009135561	0.017535001	0.043275397	0.009313536	0.0120969275	0.08760442	0.026864167	0.010996044	0.08281595	0.011816832	0.016917847	0.06332224	0.048061322	0.0024446927	0.011747235	0.032148518	0.007960802	0.013534997	0.042734895	0.031916745	0.006792467	0.006174211	0.0039649936
41x97	0.0045873313	0.002498876	0.008191944	0.003256566	0.09800847	0.10282271	0.015959952	0.011088212	0.00902417	0.026559655	0.0052880943	0.010103445	0.112901926	0.029754486	0.0056612515	0.0150411865	0.06981416	0.004021112	0.047952585	0.0048584337	0.033088837	0.014387175	0.0061415667	0.1004756	0.114500076	0.004113213	0.003998801	0.0069418666	0.005530653	0.0041299057	0.015853284	0.0075354045	0.006507394	0.0022478183	0.025934292	0.0025842416	0.007935361	0.018554382	0.028771052	0.0033744792
17x63	0.011268243	0.0028509886	0.0057758708	0.015749773	0.11742773	0.000818235	0.046200447	0.07425153	0.010585478	0.003918899	0.04778224	0.009792356	0.007643159	0.044915956	0.016130038	0.021297818	0.0345565	0.019586422	0.0038053314	0.008870992	0.013455463	0.08123755	0.010352787	0.003844143	0.0052826176	0.07224356	0.0074122674	0.015687367	0.06844182	0.08137916	0.0061950325	0.015937803	0.0030755217	0.06946596	0.009384581	0.0044947867	0.003810563	0.0028619578	0.01038453	0.011824566
41x69	0.07183869	0.011484439	0.007084653	0.017630672	0.0035255738	0.00340776	0.0019265122	0.0029183205	0.008656716	0.0045204163	0.023344649	0.26590928	0.015303854	0.0021622085	0.009457498	0.013935616	0.009395034	0.021227032	0.0035919857	0.0024873484	0.0985178	0.0496913	0.06517825	0.0057341894	0.0023373764	0.024193836	0.07273273	0.0036535983	0.022699675	0.0057985727	0.006969724	0.007717279	0.019503938	0.035946894	0.0038619123	0.0054291347	0.0098202685	0.0012354737	0.008476034	0.050693754
39x39	0.0239569	0.0062433323	0.009177754	0.0130419955	0.027711518	0.02637467	0.023360748	0.02863167	0.1888512	0.0062289443	0.02312311	0.0080955615	0.017022898	0.014541417	0.0039312425	0.005896867	0.011616182	0.0075998884	0.0081623355	0.005216489	0.0076322025	0.01151155	0.012658777	0.001952254	0.009286803	0.10105298	0.048940167	0.01571972	0.13580178	0.038022533	0.009135695	0.009002526	0.024550049	0.051891316	0.00979495	0.02164439	0.008006413	0.002878401	0.011265715	0.010467132
8x54	0.0054704067	0.004253854	0.0025392203	0.009811428	0.03374376	0.01737155	0.010802771	0.006543112	0.0062604696	0.019079156	0.03968657	0.0045061614	0.0055338503	0.013405508	0.0041480283	0.005642663	0.0025511016	0.006587283	0.04221155	0.0027981494	0.0063553713	0.19727907	0.0037137077	0.039600473	0.027178269	0.0054303403	0.025238706	0.008092986	0.0047819167	0.0056839534	0.036190752	0.19981708	0.012176102	0.11288774	0.031062856	0.0061129006	0.006770592	0.014628768	0.009462802	0.0045889975
60x44	0.028381487	0.037502028	0.10737449	0.050674975	0.011927128	0.021980276	0.0056534773	0.0042813895	0.04700748	0.008495983	0.007585388	0.002725163	0.044765152	0.003651336	0.013566304	0.008746194	0.021311581	0.0056498004	0.025928795	0.0075924913	0.016380996	0.005802215	0.011717604	0.0067160204	0.0033162893	0.119604945	0.011598194	0.0070616626	0.12841603	0.03761137	0.009900276	0.014166168	0.07094756	0.01000261	0.011546524	0.00862685	0.03051126	0.010851504	0.00742689	0.012994057
14x68	0.0071245995	0.0013738428	0.03192968	0.0025831314	0.004191129	0.0071386	0.009109228	0.011595061	0.0066678026	0.0033852078	0.0044982648	0.008353946	0.13071144	0.0065454054	0.0031634069	0.0074140583	0.014570626	0.004301433	0.023817219	0.005838105	0.007410314	0.0037533618	0.006587048	0.377713	0.11547379	0.0029196553	0.0011251814	0.006531229	0.003268757	0.0061370116	0.008429899	0.013141235	0.0033930992	0.0031808137	0.10671669	0.0077509466	0.010081513	0.014158119	0.004701133	0.00321509
63x17	0.005708139	0.006017617	0.00061097374	0.001648143	0.00026113747	0.00010966667	0.00034482524	0.00039478327	0.0024732547	0.0009426728	0.0010067478	0.93159044	0.00041528445	0.0005918161	0.0017200647	0.00086069654	0.0008095453	0.00087973836	0.00015104875	0.00029754086	0.00061930565	0.0016638973	0.011734119	0.00022854861	0.00045330724	0.000383251	0.0033536965	0.000583194	0.00072967104	0.0003841099	0.00035123702	0.0009093529	0.0059867725	0.00103754	0.00039326158	0.00024845396	0.00039265878	0.00019762755	0.0010798036	0.012436098
25x41	0.012063282	0.005515976	0.0032220522	0.0048593865	0.0043070638	0.0054783924	0.054878507	0.022965694	0.1412017	0.003154973	0.00202349	0.0016001432	0.007234408	0.039490134	0.008156894	0.0067565055	0.002958257	0.0012978576	0.0067918403	0.0011527428	0.0022394247	0.0021661532	0.015369943	0.021684455	0.0067211334	0.016962802	0.0022776513	0.015830155	0.0053279386	0.0055488776	0.21757133	0.25440073	0.006640298	0.0023816337	0.010220717	0.021521851	0.005297564	0.027450038	0.0077632247	0.017514788
60x56	0.008713656	0.014726641	0.13423966	0.007159192	0.029977322	0.0039611105	0.005853412	0.0030961137	0.008553692	0.048762213	0.0049765296	0.007273135	0.111343764	0.004798075	0.0062034815	0.009831093	0.11153722	0.02129274	0.14898135	0.016946772	0.04086299	0.0038356087	0.0035348716	0.008099693	0.03588272	0.0038520156	0.008318944	0.0162869	0.0051128278	0.026433904	0.011112272	0.015107512	0.003988306	0.0044596954	0.007615328	0.0056054904	0.0071257455	0.035048082	0.03587099	0.013618955
50x104	0.01844161	0.035770178	0.0069966004	0.019806987	0.044880114	0.039199322	0.008283779	0.004078998	0.15756209	0.008804936	0.042741664	0.010894542	0.023383817	0.011260492	0.0048905397	0.0041137906	0.009118151	0.020980688	0.02424678	0.014534769	0.04517458	0.073577754	0.05215053	0.009847638	0.019558549	0.007200655	0.021040302	0.0028532683	0.0038653745	0.012386355	0.007776517	0.004375147	0.060744263	0.12201838	0.0025896241	0.0043528792	0.0052503967	0.0025598179	0.016595464	0.016092597
64x22	0.0008858853	0.0020971154	0.001364904	0.00048892864	0.0017538673	0.0031702754	0.0015672276	0.020779291	0.003652225	0.00064023485	0.00046524275	0.004964646	0.44833237	0.0014690321	0.0018762394	0.30084932	0.012091379	0.00037880495	0.002306939	0.018720098	0.0010913131	0.0015669938	0.0020484254	0.106642395	0.0017442701	0.0030302417	0.000977621	0.005098895	0.0013059527	0.0040419907	0.004315243	0.004333534	0.0009902255	0.00060341303	0.0023750458	0.0010947034	0.0016302994	0.0049537304	0.022385757	0.0019160111
14x74	0.0030033393	0.0032884295	0.010733364	0.036907513	0.036104947	0.078428164	0.006554007	0.007366114	0.005372598	0.0078034587	0.0043786913	0.01327813	0.0051852134	0.006563004	0.20221141	0.0061128363	0.012556345	0.003626614	0.010483799	0.010863016	0.0044797305	0.010156416	0.005480371	0.014541137	0.089699075	0.0030198651	0.003139871	0.0012981188	0.005762089	0.005598792	0.18151465	0.0029027346	0.004957774	0.0069294325	0.08753001	0.006113647	0.0032790268	0.08938755	0.0014483406	0.0019404454
59x41	0.033098724	0.008870226	0.01655222	0.022071248	0.0026718383	0.08922359	0.0014052718	0.029602168	0.09329217	0.008292847	0.015984599	0.0059779026	0.028353594	0.004638134	0.09208851	0.09974868	0.007222105	0.043046106	0.009698186	0.011552789	0.007152697	0.0191719	0.01010646	0.0069213747	0.0073789614	0.08963792	0.015026467	0.018104348	0.05233913	0.026658773	0.0387334	0.012945539	0.009873528	0.014498522	0.011401499	0.01354628	0.0048469584	0.0052027553	0.005829333	0.007233288
7x33	0.0013017085	0.00447223	0.02146635	0.0032218932	0.0036876202	0.0016990964	0.002748566	0.052797742	0.6087276	0.0075408993	0.004297671	0.0039225565	0.023034614	0.004959049	0.0051594162	0.0045581064	0.02253839	0.0040116617	0.0033055802	0.011224595	0.0026097996	0.00421682	0.003767127	0.006365278	0.03848893	0.006976464	0.0019035158	0.0036067204	0.0067189964	0.0063821236	0.04021606	0.013408357	0.004322306	0.002788606	0.022253454	0.00395862	0.0035238378	0.016805278	0.009638765	0.0073736333
60x86	0.0058376295	0.0172916	0.004334984	0.014412681	0.0029752878	0.010128737	0.040614773	0.0045200526	0.0111388415	0.02205031	0.005557522	0.003891892	0.1626641	0.02971153	0.005882114	0.030315435	0.019875148	0.027677348	0.1015986	0.013999062	0.0044142464	0.0038063629	0.007732861	0.046948746	0.045266267	0.0058338614	0.031836852	0.025281468	0.009023214	0.010188463	0.1464832	0.014010505	0.035419334	0.02021432	0.0082875015	0.010018747	0.010362569	0.012199298	0.009079859	0.0091146575
25x69	0.03167342	0.0031841248	0.19015442	0.0086905295	0.0029462753	0.00592717	0.097313724	0.0043676854	0.007056114	0.0035792482	0.0041703247	0.031436093	0.0040427246	0.07009351	0.0036017725	0.0053807027	0.0058472627	0.005192121	0.0071619703	0.008612906	0.004735017	0.0034025335	0.013566883	0.10077157	0.03889182	0.004957404	0.0031570191	0.00728192	0.0031690337	0.0028229281	0.014228003	0.010843567	0.0049681356	0.002333233	0.03183856	0.22517811	0.00608899	0.00997146	0.0050148116	0.006346882
9x43	0.005037792	0.005154806	0.058677454	0.015233816	0.025576517	0.009617793	0.004640547	0.097961746	0.0053594247	0.0056486065	0.05451418	0.008294358	0.0072663506	0.005652555	0.006971962	0.026188325	0.087761	0.010226919	0.0025035222	0.015741011	0.0088307345	0.016510174	0.0023760742	0.1265537	0.12736222	0.004483229	0.0039327154	0.0708818	0.00480263	0.0052236808	0.010464807	0.008091347	0.0020782745	0.08560823	0.021389583	0.004206508	0.010208614	0.013807692	0.0064918916	0.008667395
67x17	0.047871936	0.01757218	0.0043591047	0.022943744	0.007339567	0.0016327454	0.000865231	0.0019283206	0.0030860135	0.019636339	0.0028395925	0.4490303	0.0052717985	0.0012106319	0.003117243	0.08597325	0.004878121	0.003941974	0.0014953587	0.0033598116	0.0036721972	0.007823642	0.121385984	0.003099658	0.0015278033	0.0033987174	0.016367195	0.0022988366	0.0027127964	0.0018687573	0.003638448	0.0044329385	0.025211057	0.002456237	0.0010126105	0.002311885	0.0010002665	0.0037222954	0.01017581	0.093529604
63x29	0.004147151	0.0039654975	0.024293879	0.0031646108	0.0048097037	0.006800769	0.0031951957	0.036740318	0.005904918	0.02300058	0.0027547095	0.0061605168	0.14205916	0.0029318358	0.0058562728	0.449813	0.035043955	0.0020756668	0.002742939	0.015440377	0.02350757	0.0067811455	0.0034876463	0.0754231	0.016510747	0.008623322	0.0010596227	0.0056112898	0.0043959175	0.009277899	0.004760755	0.005628328	0.0024019706	0.0014558916	0.0053316406	0.0006514598	0.005906503	0.023001214	0.01006988	0.0052131
47x17	0.025121946	0.1023784	0.039724495	0.014601548	0.092892125	0.04352311	0.0067193354	0.015022151	0.009244262	0.005440046	0.007974377	0.007756627	0.1359098	0.0063120387	0.077504456	0.017823337	0.011411517	0.004993279	0.010258188	0.010436477	0.01314113	0.013993574	0.0061811004	0.009482669	0.03145206	0.0068022395	0.011229311	0.027203599	0.0050984886	0.014205594	0.0089423135	0.0076220743	0.0069596125	0.009997562	0.024527919	0.0071720686	0.06809435	0.04850118	0.016886892	0.01745879
32x104	0.0069698193	0.06937665	0.0044984403	0.036255132	0.0196946	0.011674637	0.010057193	0.020663822	0.008076597	0.047003936	0.019320395	0.037732743	0.0048457077	0.012885534	0.0050389995	0.0070366734	0.029546266	0.0076018586	0.052797947	0.028099531	0.016775921	0.022966592	0.08448553	0.010850194	0.009224237	0.0041303704	0.043174744	0.00415095	0.006423049	0.0060073324	0.012393623	0.0074434853	0.24556278	0.032668576	0.0028703175	0.0057909032	0.004421926	0.00833038	0.01175494	0.021397695
57x69	0.008099284	0.006662477	0.040149778	0.0057620616	0.003908309	0.025509654	0.011117248	0.031030219	0.008346809	0.014512504	0.014484304	0.003859829	0.05296616	0.013673026	0.008790725	0.00424631	0.05309265	0.04179878	0.019512853	0.0016260509	0.035460565	0.050278477	0.0073606167	0.031121029	0.06292974	0.0055032754	0.01558421	0.014099719	0.004680562	0.015113449	0.027740337	0.19038492	0.004111565	0.06568878	0.011973751	0.012476399	0.01368307	0.023130931	0.03351788	0.0060117086
48x70	0.20941556	0.06288271	0.0080322055	0.039358046	0.0052224593	0.0028239854	0.0028474592	0.014095579	0.0069311615	0.022905888	0.005471854	0.03538613	0.03179412	0.006587262	0.011097929	0.008188836	0.039482728	0.011798573	0.0069329613	0.0035808436	0.026861755	0.010993855	0.11894912	0.028081572	0.005043674	0.013650033	0.025001975	0.0062770075	0.010471642	0.009802881	0.007528409	0.02058821	0.09702101	0.005620545	0.0029708536	0.003098972	0.022946304	0.0055456427	0.019124988	0.025585258
49x23	0.0062929555	0.047433402	0.005848601	0.027176192	0.0064347815	0.0122987265	0.061412744	0.036181185	0.008091954	0.00457639	0.0023162437	0.016742274	0.03497191	0.113673635	0.004647358	0.013920533	0.0050987676	0.043261833	0.0022321586	0.0067663873	0.07537827	0.007914559	0.0036513219	0.0150666535	0.03278743	0.0037457817	0.023934169	0.017012192	0.004683104	0.012588222	0.005871143	0.009812271	0.016021699	0.007162204	0.010592176	0.016103545	0.16029271	0.01998972	0.019988442	0.0780264
36x78	0.19366279	0.011649779	0.004481667	0.00688075	0.012540537	0.0050939964	0.005753639	0.0029940936	0.005224058	0.0043923403	0.004020148	0.021512091	0.04852667	0.0022158788	0.011004693	0.007175289	0.0077110454	0.018016119	0.0114751365	0.0026507613	0.050078582	0.0032927915	0.042262208	0.008009494	0.004554875	0.19792412	0.04068129	0.0036902248	0.18531363	0.020191431	0.0042287773	0.0072398526	0.008249556	0.004437398	0.0037498563	0.0065813046	0.009329693	0.0019776835	0.0050478806	0.006177866
42x78	0.0047082896	0.004548531	0.04234523	0.0062987744	0.0026383973	0.0015068522	0.006748954	0.13144422	0.0066774213	0.061011564	0.02049795	0.015717875	0.005430165	0.18746331	0.0077044475	0.0029246635	0.07258749	0.010101802	0.007922668	0.0058316663	0.015744342	0.015208911	0.0036673092	0.14469974	0.020444531	0.0029476944	0.002006649	0.0053311274	0.0033534707	0.008927153	0.0029642647	0.0026053968	0.0072555374	0.00579591	0.0049980585	0.0020528212	0.017566947	0.08837727	0.03439856	0.007543973
8x84	0.049541727	0.017192628	0.016482493	0.019547207	0.019500474	0.005671198	0.010732471	0.0059691533	0.005708955	0.009781998	0.034822088	0.010923681	0.002853053	0.013009876	0.03153134	0.040036857	0.023224158	0.07794018	0.01076271	0.002964223	0.025132127	0.11296334	0.06218207	0.017201131	0.0057897363	0.005891719	0.072414234	0.0036025534	0.0061652926	0.0024286546	0.008422127	0.006309821	0.06980736	0.09061425	0.0039429544	0.00470254	0.009990636	0.008003471	0.013229758	0.063009776
36x70	0.07933965	0.007069289	0.0037148597	0.027400738	0.006363119	0.012839372	0.009390566	0.0057361186	0.007750109	0.0042426283	0.009122722	0.019900745	0.011030909	0.005164502	0.0656231	0.005565205	0.008139292	0.0062589995	0.009357648	0.0057831462	0.02604075	0.018233858	0.041678518	0.0040366957	0.004577335	0.2226631	0.041806966	0.009892682	0.20665345	0.04663642	0.0059980648	0.0036027431	0.011645725	0.01737411	0.002344334	0.00883511	0.0086702	0.001878754	0.0030528388	0.004585645
57x93	0.0029017995	0.0013848318	0.0005798028	0.00088538544	0.003954345	0.011119634	0.017256891	0.0031263386	0.013468043	0.0059960475	0.0027133762	0.0017297593	0.0075135063	0.02295798	0.0028603754	0.01338154	0.014455454	0.004505995	0.5650879	0.0022715593	0.007863	0.0023791473	0.002070849	0.052541856	0.0488272	0.00313204	0.0022540605	0.022818288	0.0028596513	0.0016950438	0.07713162	0.005547564	0.002371467	0.0014719114	0.0128808515	0.0072514275	0.00498313	0.012181385	0.0150243	0.016564671
47x83	0.0051722005	0.008009928	0.005636554	0.010212269	0.009144867	0.027616365	0.021692071	0.02007999	0.011977897	0.12051576	0.002755194	0.0064920248	0.044169042	0.043206163	0.09785972	0.00724111	0.072082736	0.008413119	0.063340314	0.01589951	0.0067236717	0.009204394	0.00864478	0.10597075	0.06776212	0.0070414827	0.008041637	0.009072875	0.007188642	0.009832906	0.01361467	0.0074436297	0.006307947	0.0037520726	0.014623009	0.011935399	0.009159705	0.02320581	0.058263473	0.010694211
68x30	0.014448123	0.04595115	0.007961562	0.025853977	0.006274871	0.0025813559	0.011666077	0.0134146735	0.0065308255	0.022990441	0.038421344	0.0069178566	0.02847824	0.0017345591	0.017249838	0.09001899	0.026644414	0.023872057	0.006498756	0.011529511	0.0019382893	0.25320813	0.028505575	0.0020395713	0.007397211	0.004960493	0.011372644	0.07375096	0.0044603744	0.001860534	0.01036217	0.0059696096	0.0043623364	0.0426476	0.0061743874	0.008054114	0.0069948044	0.013966787	0.02054419	0.08239167
16x70	0.033541143	0.011190429	0.0057981745	0.011429686	0.0054875873	0.0051674983	0.054952238	0.014069071	0.008289784	0.0042917696	0.017349018	0.006934708	0.00801748	0.29215083	0.013135332	0.0069836606	0.043153945	0.008117334	0.003131914	0.0013212599	0.007332622	0.017307712	0.009289808	0.00755153	0.1311451	0.014688826	0.0012421763	0.023793079	0.014402541	0.0025091714	0.014050437	0.006494547	0.007815092	0.0064044357	0.10160534	0.0060554976	0.004789676	0.04924044	0.011926126	0.007843019
30x78	0.120961234	0.0045419666	0.0020154298	0.019125754	0.005656252	0.0055555957	0.0028023478	0.0036951029	0.007988862	0.029123062	0.0030103922	0.020610463	0.0050944733	0.0056685912	0.35121122	0.004242911	0.0039004341	0.008398611	0.008014386	0.0064866478	0.0151023595	0.00574341	0.037754964	0.005998925	0.0028271202	0.041261517	0.020682864	0.00804688	0.038259435	0.018269317	0.006211961	0.13960175	0.011553502	0.0035205293	0.0027585912	0.0055124406	0.0019586848	0.0018691265	0.004027716	0.010935241
27x39	0.05710308	0.07392311	0.008388915	0.072079375	0.010757029	0.005192991	0.011128593	0.004629065	0.008643886	0.0069827503	0.036773298	0.02686872	0.003909601	0.038178954	0.0038420302	0.007853991	0.0061455644	0.008323602	0.019402314	0.031703085	0.006702681	0.02990917	0.13274236	0.011386087	0.00917051	0.01611164	0.065230034	0.010429587	0.008370166	0.015513471	0.011377157	0.0055912742	0.10890607	0.06365748	0.003236177	0.019456102	0.011950966	0.0030073675	0.005681447	0.019740313
10x36	0.008971792	0.004437378	0.009596041	0.0020086092	0.13825782	0.0041827257	0.0053861835	0.0034865371	0.23416704	0.07060053	0.008816408	0.008059262	0.0058831377	0.0905382	0.009822179	0.0073805684	0.005077734	0.07158675	0.00405041	0.020077137	0.041745856	0.0037514402	0.0034977705	0.01009527	0.09304174	0.0040296256	0.0009993975	0.013422578	0.0047783274	0.005005448	0.0050843274	0.006304313	0.0041184835	0.004948613	0.052197326	0.0066543096	0.004433037	0.014259897	0.006424666	0.0028211544
33x55	0.009794854	0.069310375	0.011265906	0.01831423	0.007033882	0.029688375	0.035126247	0.0054043103	0.0054475255	0.0023324098	0.025430448	0.006040594	0.010030752	0.019512432	0.0071635963	0.00783511	0.003573778	0.006502212	0.0065956316	0.009999682	0.0027403675	0.018739771	0.02548026	0.003083068	0.005520569	0.095863335	0.08646951	0.011537673	0.08039683	0.009307868	0.010183984	0.010349345	0.06889195	0.035807766	0.02848614	0.04507803	0.025797606	0.003149625	0.011904171	0.124809794
30x64	0.047277488	0.0045155794	0.008739625	0.021631086	0.004378757	0.0031136465	0.01273903	0.005111959	0.23433568	0.0044267317	0.025476577	0.018938784	0.0070492704	0.02399308	0.011319829	0.014861282	0.0030502637	0.034148358	0.0038695985	0.015668046	0.0090938285	0.027202545	0.0097286245	0.028874354	0.02267009	0.0040778425	0.013668199	0.0016762915	0.0042805253	0.0014031347	0.052953593	0.0052015157	0.0041847937	0.019543003	0.010306537	0.22034846	0.016016189	0.013935411	0.025586091	0.004604279
13x31	0.09003222	0.015322663	0.011783477	0.010386052	0.017488468	0.0020062681	0.0085363705	0.0054329415	0.007888082	0.007320851	0.0056440583	0.017661648	0.16032048	0.009342674	0.008721217	0.0075163944	0.010637309	0.0105213355	0.012352305	0.0102301305	0.027119871	0.0031499525	0.022850921	0.010500235	0.008989192	0.13925096	0.015512382	0.018825198	0.12168747	0.021584563	0.008773074	0.007441485	0.084087096	0.0030238237	0.008769715	0.02880448	0.014554142	0.014762322	0.005347806	0.005820453
11x95	0.038712334	0.012301854	0.011975495	0.017432995	0.0046949554	0.010073387	0.011495294	0.009759729	0.004233625	0.027514737	0.18053503	0.0077021737	0.003867311	0.005677923	0.002494424	0.109413184	0.0134396525	0.02910649	0.016382366	0.0011163891	0.021529108	0.16112825	0.038721092	0.017493963	0.0050959275	0.004137705	0.033569567	0.002409229	0.004805457	0.0033358778	0.0035194731	0.0051474855	0.022378678	0.08794349	0.004066745	0.007208051	0.015400569	0.0090103345	0.015113079	0.020056577
58x78	0.004838722	0.012198153	0.008857729	0.008992692	0.039688505	0.005639145	0.021123469	0.032438	0.00901646	0.10328443	0.009384525	0.006638646	0.012744377	0.01131068	0.05173322	0.010840682	0.013674537	0.006530962	0.010138453	0.0056389677	0.030021982	0.004422279	0.004254625	0.072781935	0.044600133	0.0043477537	0.013668002	0.004726049	0.008394785	0.03722748	0.011797685	0.2634246	0.042900957	0.005347854	0.0069764694	0.007877305	0.008720059	0.02388909	0.01217272	0.0077359434
14x32	0.26390487	0.021988533	0.005195631	0.02011548	0.009214587	0.0038447618	0.0039617037	0.044243146	0.008559978	0.022289373	0.007855856	0.021190796	0.0041790055	0.011710426	0.053597033	0.009011591	0.006593473	0.016748626	0.024991479	0.024322715	0.028975952	0.00997514	0.08043397	0.005312637	0.004744103	0.06990694	0.015225521	0.0058198213	0.054606155	0.011380623	0.0077423295	0.007990555	0.058353525	0.019185504	0.00485844	0.011738507	0.0056519285	0.0069073127	0.0026608708	0.0050110915
36x90	0.0029428534	0.001100469	0.0035381152	0.00175529	0.014436608	0.045936126	0.046425533	0.00668767	0.1693034	0.07249547	0.0024653992	0.0010730608	0.02015917	0.103067406	0.023913907	0.0026113964	0.007581914	0.0016629895	0.0055768616	0.004213286	0.0046879533	0.0025592588	0.0037626252	0.15672079	0.113101594	0.0017694517	0.0005535905	0.018351622	0.0033524586	0.0021555047	0.010684638	0.009506224	0.0035132307	0.0009359055	0.049376734	0.0049422267	0.005698296	0.028496897	0.039782394	0.003101709
0x32	0.015136497	0.005503148	0.0061943545	0.0034388164	0.0055144196	0.0027033081	0.0034594885	0.06551251	0.006155714	0.034871727	0.0041283667	0.00990765	0.0031335962	0.013427345	0.010520199	0.039309774	0.0075973975	0.007899297	0.0069229305	0.007331099	0.010647497	0.022730783	0.007590409	0.037355296	0.008649654	0.0079112165	0.005421068	0.018861404	0.004365742	0.0029401162	0.0848141	0.47024304	0.0057006627	0.004940586	0.021671288	0.0065017887	0.004161647	0.0044682412	0.005584021	0.006773776
38x52	0.0059088017	0.024128288	0.0444414	0.011101228	0.07247967	0.028715266	0.10082408	0.005323252	0.008237904	0.0029722834	0.0048940126	0.0026819226	0.0041032503	0.013392245	0.052653503	0.023651829	0.0018514717	0.002815723	0.0044120317	0.004667349	0.002434214	0.006111947	0.0031595905	0.0024009119	0.006372616	0.09940503	0.015435993	0.008053825	0.10780658	0.058870353	0.06083562	0.0069157574	0.0053295954	0.0059727044	0.082971886	0.042377565	0.02896847	0.0031297111	0.0025528027	0.031639323
46x90	0.00575033	0.0011319362	0.0039416538	0.003496436	0.0062334845	0.0034822975	0.015670601	0.008150346	0.0063117896	0.082286276	0.012386019	0.0015455881	0.12693182	0.10548706	0.0045007565	0.049455613	0.111589745	0.002204926	0.0018656948	0.0045753755	0.002025123	0.003935352	0.008205587	0.09760272	0.08788985	0.030398872	0.0050723064	0.06821278	0.016277533	0.03912295	0.0056766914	0.005659691	0.002310596	0.0077059874	0.0076068	0.006632545	0.006543527	0.022245923	0.013626976	0.006250496
51x81	0.0059713344	0.02360541	0.03088325	0.021006895	0.01163392	0.0027664823	0.0058947843	0.039179128	0.008298917	0.03513664	0.0071855355	0.019430703	0.00823272	0.034888126	0.0059555313	0.016743153	0.02122805	0.010578586	0.022398567	0.014772117	0.009694382	0.0131602315	0.0055967737	0.0066678943	0.04294948	0.0060974723	0.007171821	0.11627115	0.0061489427	0.021673251	0.061292384	0.010670417	0.021279758	0.0054948092	0.0036832767	0.0078011397	0.020951943	0.024059225	0.011257567	0.25228825
61x85	0.00435808	0.068933085	0.0033868789	0.012465129	0.0050791623	0.01481823	0.021975493	0.020549072	0.2637576	0.011272177	0.0023736598	0.015542365	0.011111643	0.031850316	0.0053829625	0.0114527205	0.013058963	0.015125559	0.025897149	0.0071204407	0.006334407	0.006539269	0.06105593	0.056641154	0.04285443	0.0048253494	0.0122541245	0.0062155467	0.006284371	0.0075410437	0.06847868	0.010068237	0.05611131	0.021022476	0.005925904	0.011447501	0.00381696	0.007496985	0.007011242	0.03256445
27x75	0.07093704	0.0087331915	0.011024644	0.0062708	0.013728503	0.0010308225	0.0048144306	0.0071989754	0.010497843	0.0031481504	0.0037118376	0.4611859	0.008346431	0.0044460013	0.055896796	0.0067503885	0.013411467	0.015574319	0.002755347	0.004821077	0.033267602	0.01557417	0.0439841	0.011391031	0.0052524563	0.029735627	0.021824716	0.008082035	0.030434635	0.006663643	0.0054877102	0.014241241	0.009676166	0.006031771	0.005086333	0.008004153	0.0038010066	0.0028645103	0.014178527	0.010134661
